law_id,title,year,url,pdf_path
9126,"Zakon o administrativnim taksama","2019","https://wapi.gov.me/download/0858c977-ed12-40ec-820c-1025b08dd4ea?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o administrativnim taksama-2019.pdf"
9162,"Zakon o zastiti prirodnog i kulturno-istorijskog podrucja Kotora","2018","https://wapi.gov.me/download/1ba371ce-3f58-47e8-a81a-66de1917d030?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o zastiti prirodnog i kulturno-istorijskog podrucja Kotora-2018.pdf"
9189,"Zakon o sportu","2018","https://wapi.gov.me/download/486ea272-530d-4abd-a3a3-cfeba2839bf7?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o sportu-2018.pdf"
9265,"Zakon o parničnom postupku","2017","https://wapi.gov.me/download/96e82a15-2233-402a-a3af-8e59e19b4f1e?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o parničnom postupku-2017.pdf"
9266,"Zakon o izvršenju i obezbjeđenju","2017","https://wapi.gov.me/download/88f70c80-2c78-4388-b4c7-242f77320403?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o izvršenju i obezbjeđenju-2017.pdf"
9267,"Zakon o ovjeravanju potpisa, rukopisa i prepisa","2017","https://wapi.gov.me/download/725fcf57-f56b-4394-bc0f-b5edd527b539?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o ovjeravanju potpisa, rukopisa i prepisa-2017.pdf"
9281,"Zakon o nedozvoljenom oglašavanju (Sl. list CG br. 30/17)","2017","https://wapi.gov.me/download/847ee168-0279-4b9f-a260-421a60e3e325?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o nedozvoljenom oglašavanju (Sl. list CG br. 3017)-2017.pdf"
9448,"Zakon o izvršenju i obezbjeđenju","2017","https://wapi.gov.me/download/88f70c80-2c78-4388-b4c7-242f77320403?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o izvršenju i obezbjeđenju-2017.pdf"
9451,"Zakon o parničnom postupku","2017","https://wapi.gov.me/download/96e82a15-2233-402a-a3af-8e59e19b4f1e?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o parničnom postupku-2017.pdf"
9460,"Zakon o admin. taksama precisc.tekst Sl.l. br. 53.2016","2016","https://wapi.gov.me/download/e87d2c0e-5cfd-434b-a651-4c79a6123570?version=1.0","D:\Projekti\Regulativa\Dokumenti\Crna Gora\PDF\Zakon o admin. taksama precisc.tekst Sl.l. br. 53.2016-2016.pdf"
